Name,Fulladdress,Street,Municipality,Categories,Phone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening hours,Featured image,Cid,Place Id,Kgmid,Plus code,Google Knowledge URL,Email,Social Medias,Facebook,Instagram,Twitter,Yelp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMart,"D-Mart, Panvel, Palaspe Phata, Kolkhe, Navi Mumbai, Maharashtra 410221","D-Mart, Panvel","Palaspe Phata, Kolkhe",Supermarket,022 3340 0500,"022 3340 0500, +91 22 3340 0500",YES,3196,4.4,https://search.google.com/local/reviews?placeid=ChIJq5gtVdrn5zsRiM_ASHL6an0&q=Navi+Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=9037310971026132872,18.9678711,73.1345762,https://www.dmartindia.com/,dmartindia.com,"Sunday:[8 am–11 pm], Monday:[8 am–11 pm], Tuesday:[8 am–11 pm], Wednesday:[8 am–11 pm], Thursday:[8 am–11 pm], Friday:[8 am–11 pm], Saturday:[8 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipP-IvELqE54_5c77d_Lo7L3GaWBC_hcIT9ctNiH=w163-h92-k-no,9.03731E+18,ChIJq5gtVdrn5zsRiM_ASHL6an0,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMart Ready,"155, Sector 6 Nerul Rd, Sarsole Gaon, Sector 6, Sarsole, Navi Mumbai, Maharashtra 400706","155, Sector 6 Nerul Rd","Sarsole Gaon, Sector 6, Sarsole",Grocery store,022 6812 0900,"022 6812 0900, +91 22 6812 0900",NO,85,4.4,https://search.google.com/local/reviews?placeid=ChIJRSkgYW3D5zsRO-WMUBRl9JY&q=Navi+Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10877430137931752763,19.0408352,73.0097921,https://www.dmart.in/,dmart.in,"Sunday:[12–8 pm], Monday:[12–8 pm], Tuesday:[12–8 pm], Wednesday:[12–8 pm], Thursday:[12–8 pm], Friday:[12–8 pm], Saturday:[12–8 pm]",https://lh5.googleusercontent.com/p/AF1QipOmzF-cQUXzszP3BwF7V1kE6vfrkmFrt3iqGwFn=w163-h92-k-no,1.08774E+19,ChIJRSkgYW3D5zsRO-WMUBRl9JY,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMart miniMAX,"Maruti Mount View Apartment, Sambhaji Nagar, Sector 8B, CBD Belapur, Navi Mumbai, Maharashtra 400614",Maruti Mount View Apartment,"Sambhaji Nagar, Sector 8B, CBD Belapur",Grocery delivery service,uHevZoHgJqed4-EPlr_ggAY,,NO,40,4.2,https://search.google.com/local/reviews?placeid=ChIJscHlsgrD5zsRdF1JMHcpVCs&q=Navi+Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=3122166033562557812,19.0317728,73.0434179,https://www.dmart.in/,dmart.in,"Sunday:[9 am–10 pm], Monday:[9 am–10 pm], Tuesday:[9 am–10 pm], Wednesday:[9 am–10 pm], Thursday:[9 am–10 pm], Friday:[9 am–10 pm], Saturday:[9 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipOGoY_mmA5FsqrEw5hCsjMGMa4jYeVKZmfzC6Tz=w80-h142-k-no,3.12217E+18,ChIJscHlsgrD5zsRdF1JMHcpVCs,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D Mart ready,"plot no.04 Sector 20, Roadpali, Kalamboli, Panvel, Navi Mumbai, Maharashtra 410218",plot no.04 Sector 20,"Roadpali, Kalamboli, Panvel",Grocery store,uHevZoHgJqed4-EPlr_ggAY,,NO,1,5,https://search.google.com/local/reviews?placeid=ChIJ-57_VqXp5zsRHu7O3ezwgx4&q=Navi+Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=2198865943211208222,19.0362162,73.0876831,,,"Sunday:[Closed], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ad__SP7lvjdUNbib7fYw6A&cb_client=search.gws-prod.gps&w=80&h=92&yaw=146.57355&pitch=0&thumbfov=100,2.19887E+18,ChIJ-57_VqXp5zsRHu7O3ezwgx4,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dmart Grocery DC,"C-40, Savita Chemical Rd, Turbhe MIDC, Turbhe, Navi Mumbai, Maharashtra 400705","C-40, Savita Chemical Rd","Turbhe MIDC, Turbhe",Home goods store,uHevZoHgJqed4-EPlr_ggAY,,NO,66,4.1,https://search.google.com/local/reviews?placeid=ChIJmaWwRBDB5zsR8JlkwokJv88&q=Navi+Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14969694173679360496,19.0858257,73.0265512,,,"Sunday:[Closed], Monday:[12–9 pm], Tuesday:[12–9 pm], Wednesday:[12–9 pm], Thursday:[12–9 pm], Friday:[12–9 pm], Saturday:[12–9 pm]",https://lh5.googleusercontent.com/p/AF1QipNo12FFxewmo07Ao34HTZMfLFW6b2BvgV9EU0er=w163-h92-k-no,1.49697E+19,ChIJmaWwRBDB5zsR8JlkwokJv88,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dmart Ready,"Plot No. 29, Shreeji Arcade 2 Shreeji Arcade-2, Sky Oasis CHSL, Sector 9 - Ulwe Shop No.15, Sky Oasis CHSL, Sector 9, Ulwe, Navi Mumbai, Maharashtra 410206","Plot No. 29, Shreeji Arcade 2 Shreeji Arcade-2","Sky Oasis CHSL, Sector 9 - Ulwe Shop No.15, Sky Oasis CHSL",Grocery delivery service,086575 49224,"086575 49224, +91 86575 49224",YES,350,4.2,https://search.google.com/local/reviews?placeid=ChIJubQUo2nD5zsRE457ef5LvPg&q=Navi+Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17923284173359648275,18.9732334,73.0197893,https://dmart.in/,dmart.in,"Sunday:[9 am–9 pm], Monday:[9 am–9 pm], Tuesday:[9 am–9 pm], Wednesday:[9 am–9 pm], Thursday:[9 am–9 pm], Friday:[9 am–9 pm], Saturday:[9 am–9 pm]",https://lh5.googleusercontent.com/p/AF1QipPQaNXhNvZ1h_RQXXqLvCD3xMThAgO5LgFoyu8C=w80-h169-k-no,1.79233E+19,ChIJubQUo2nD5zsRE457ef5LvPg,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dmart Ready,"Moreshwar Dham CHSL, Sector 19 - Kamothe Shop No. 1, 2, 3, 4, 5, Moreshwar Dham CHSL Plot No. 3, Sector No. 19, Kamothe, Navi Mumbai, Maharashtra 410209","Moreshwar Dham CHSL, Sector 19 - Kamothe Shop No. 1, 2, 3, 4, 5, Moreshwar Dham CHSL Plot No. 3, Sector No. 19",Kamothe,Grocery store,086575 49218,"086575 49218, +91 86575 49218",YES,279,4.2,https://search.google.com/local/reviews?placeid=ChIJJfiuTAfp5zsRp1F6dcXU_io&q=Navi+Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=3098147538222076327,19.0122312,73.0918935,https://dmart.in/,dmart.in,"Sunday:[9 am–9 pm], Monday:[9 am–9 pm], Tuesday:[9 am–9 pm], Wednesday:[9 am–9 pm], Thursday:[9 am–9 pm], Friday:[9 am–9 pm], Saturday:[9 am–9 pm]",https://lh5.googleusercontent.com/p/AF1QipNLGaul00-SueMHWv9gNTh2yfrfJyKbx8Q2gtZ5=w80-h106-k-no,3.09815E+18,ChIJJfiuTAfp5zsRp1F6dcXU_io,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-MART online ready,"Shop Number 7 plot Number, 5, Nerul East, Sector 11, Nerul, Navi Mumbai, Maharashtra 400706",Shop Number 7 plot Number,5,Shopping mall,uHevZoHgJqed4-EPlr_ggAY,,NO,2,4.5,https://search.google.com/local/reviews?placeid=ChIJ5Tn_Cx7D5zsR1XUhFy0AUZg&q=Navi+Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10975553960540206549,19.038879,73.0197894,,,"Sunday:[8 am–9:30 pm], Monday:[8 am–9:30 pm], Tuesday:[8 am–9:30 pm], Wednesday:[8 am–9:30 pm], Thursday:[8 am–9:30 pm], Friday:[8 am–9:30 pm], Saturday:[8 am–9:30 pm]",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vwAXlv-JT7lHvhl0G8pfjg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=234.71669&pitch=0&thumbfov=100,1.09756E+19,ChIJ5Tn_Cx7D5zsR1XUhFy0AUZg,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dmart pick up point,"National Hwy 709AD, Netaji Colony, Panipat","National Hwy 709AD, Netaji Colony, Panipat",,Convenience store,2XevZtOAKJ6_juMP6eK-oAI,,NO,,,,https://www.google.com/maps?cid=15407687782817563296,18.9795428,73.1172097,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oXIfkS50aSfLdVUdvnNuNw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=168.31767&pitch=0&thumbfov=100,1.54077E+19,ChIJKbRfRijp5zsRoIL3sGca09U,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dmart Ready,"Kalash Sankalp CHSL, Sector 20, Nerul Shop No. 8 Plot No. C-3, 4, & C-27 to 30, Sector 20, Navi Mumbai, Maharashtra 400706","Kalash Sankalp CHSL, Sector 20, Nerul Shop No. 8 Plot No. C-3","4, & C-27 to 30",Grocery delivery service,072089 60998,"072089 60998, +91 72089 60998",NO,38,4.4,https://search.google.com/local/reviews?placeid=ChIJaxHpUXDD5zsRp6C-RVXKU_Q&q=Navi+Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17605637835912552615,19.0369145,73.0131062,https://dmart.in/,dmart.in,"Sunday:[9 am–9 pm], Monday:[9 am–9 pm], Tuesday:[9 am–9 pm], Wednesday:[9 am–9 pm], Thursday:[9 am–9 pm], Friday:[9 am–9 pm], Saturday:[9 am–9 pm]",https://lh5.googleusercontent.com/p/AF1QipPbU3VZtn7ViZm--CisGEAp8e4YmeGVV_wgU9H3=w120-h92-k-no,1.76056E+19,ChIJaxHpUXDD5zsRp6C-RVXKU_Q,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMart Ready,"1 Plot No. 8, 33C9+FJH, Hyde Park CHSL, Sector 35G Shop No, 9, 10, Sector 35G, Kharghar, Navi Mumbai, Maharashtra 410210","1 Plot No. 8, 33C9+FJH","Hyde Park CHSL, Sector 35G Shop No",Grocery delivery service,022 6812 0900,"022 6812 0900, +91 22 6812 0900",NO,62,4.3,https://search.google.com/local/reviews?placeid=ChIJpz32zdTB5zsRz99FnOMyhDE&q=Navi+Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=3568032757945065423,19.0711236,73.0689842,https://dmart.in/,dmart.in,"Sunday:[9 am–9 pm], Monday:[9 am–9 pm], Tuesday:[9 am–9 pm], Wednesday:[9 am–9 pm], Thursday:[9 am–9 pm], Friday:[9 am–9 pm], Saturday:[9 am–9 pm]",https://lh5.googleusercontent.com/p/AF1QipOmGzg1zIN05CewFmup3kVc5n4w2Fuc2-0anw2x=w122-h92-k-no,3.56803E+18,ChIJpz32zdTB5zsRz99FnOMyhDE,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D Mart,"Ground, 1st, 2nd Floor, Palm Court complex, New Link Rd, Malad West, Mumbai, Maharashtra 400064","Ground, 1st, 2nd Floor, Palm Court complex",New Link Rd,"Hypermarket,Grocery store",022 3340 0500,"022 3340 0500, +91 22 3340 0500",YES,17166,4.2,https://search.google.com/local/reviews?placeid=ChIJnUd5au625zsR4G6PeNn1YBw&q=Navi+Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=2044904545205579488,19.1858028,72.835477,http://www.dmartindia.com/,dmartindia.com,"Sunday:[7 am–10 pm], Monday:[7 am–10 pm], Tuesday:[7 am–10 pm], Wednesday:[7 am–10 pm], Thursday:[7 am–10 pm], Friday:[7 am–10 pm], Saturday:[7 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipM6wSncM16SarUC_IRc6SaCufSI5l2w-h7NRRxl=w122-h92-k-no,2.0449E+18,ChIJnUd5au625zsR4G6PeNn1YBw,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D Mart Ready,"shop no 17, Sicily Park, Sector 12B, 12B, Sector 13, Kopar Khairane, Navi Mumbai, Maharashtra 400709",shop no 17,Sicily Park,Shopping mall,2XevZtOAKJ6_juMP6eK-oAI,,YES,13,4.2,https://search.google.com/local/reviews?placeid=ChIJUZ_pEgzB5zsRsvrYeIMYnv4&q=Navi+Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=18347128884901247666,19.1039735,73.0094929,,,"Sunday:[9 am–9 pm], Monday:[9 am–9 pm], Tuesday:[9 am–9 pm], Wednesday:[9 am–9 pm], Thursday:[9 am–9 pm], Friday:[9 am–9 pm], Saturday:[9 am–9 pm]",https://lh5.googleusercontent.com/p/AF1QipPfdy8XZ5tXWVP9OhZx5Fx_z3PZ6kVhKh9iH13Q=w204-h92-k-no,1.83471E+19,ChIJUZ_pEgzB5zsRsvrYeIMYnv4,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dmart Ready,"3, B-4 Plot, Somdatta CHS, Sector - 15, Sanpada Shop No.B-1, B-2, B, No. 6, Sector 15 Sanpada Rd, Navi Mumbai, Maharashtra 400705","3, B-4 Plot","Somdatta CHS, Sector - 15, Sanpada Shop No.B-1, B-2, B",Grocery delivery service,086577 39703,"086577 39703, +91 86577 39703",YES,17,3.6,https://search.google.com/local/reviews?placeid=ChIJOcWamPjB5zsR1Xwx0xWZPqc&q=Navi+Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=12051237971906624725,19.06099,73.0051299,https://dmart.in/,dmart.in,"Sunday:[9 am–9 pm], Monday:[9 am–9 pm], Tuesday:[9 am–9 pm], Wednesday:[9 am–9 pm], Thursday:[9 am–9 pm], Friday:[9 am–9 pm], Saturday:[9 am–9 pm]",https://lh5.googleusercontent.com/p/AF1QipOkRkkU7tkCXYf1XDoJUoeLZrQ7-8Besc-mxqUQ=w80-h177-k-no,1.20512E+19,ChIJOcWamPjB5zsR1Xwx0xWZPqc,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMart Seawoods,"West, Karave Nagar, Seawoods West, Kendriya Vihar, Sector 38, Seawoods, Navi Mumbai, Maharashtra 400706","West, Karave Nagar","Seawoods West, Kendriya Vihar, Sector 38, Seawoods","Grocery store,Supermarket",022 3340 0500,"022 3340 0500, +91 22 3340 0500",YES,20113,4.3,https://search.google.com/local/reviews?placeid=ChIJ06sFlJfD5zsRQaFSyv4g598&q=Navi+Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=16133900468766286145,19.0187514,73.0152381,http://www.dmartindia.com/,dmartindia.com,"Sunday:[8 am–11 pm], Monday:[8 am–11 pm], Tuesday:[8 am–11 pm], Wednesday:[8 am–11 pm], Thursday:[8 am–11 pm], Friday:[8 am–11 pm], Saturday:[8 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipPeDtcWwbtpXFIrdeSZgAxbc2JKD-wr8p95rCLq=w159-h92-k-no,1.61339E+19,ChIJ06sFlJfD5zsRQaFSyv4g598,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMart Juinagar,"3248+WJJ, 2, Juinagar Station Rd, Sector 10, Sanpada, Navi Mumbai, Maharashtra 400705",3248+WJJ,"2, Juinagar Station Rd","Grocery store,Hypermarket",022 2775 7570,"022 2775 7570, +91 22 2775 7570",NO,10679,4.2,https://search.google.com/local/reviews?placeid=ChIJs6GBHF7B5zsRTXEZ-0d-iJM&q=Navi+Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10630885768028582221,19.057133,73.0164219,http://www.dmartindia.com/,dmartindia.com,"Sunday:[8 am–11 pm], Monday:[8 am–11 pm], Tuesday:[8 am–11 pm], Wednesday:[8 am–11 pm], Thursday:[8 am–11 pm], Friday:[8 am–11 pm], Saturday:[8 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipMZATIcIsvhZkVoMldmxn_U91ssW8664u26WJSq=w123-h92-k-no,1.06309E+19,ChIJs6GBHF7B5zsRTXEZ-0d-iJM,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D'Mart,"Dmart Rd, Sector 10A, Airoli, Navi Mumbai, Maharashtra 400708",Dmart Rd,"Sector 10A, Airoli","Hypermarket,Supermarket",022 3340 0500,"022 3340 0500, +91 22 3340 0500",NO,18664,4.3,https://search.google.com/local/reviews?placeid=ChIJ9eCok6q45zsRRIpjFqGaqK8&q=Navi+Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=12657536769380813380,19.143154,72.991395,http://www.dmartindia.com/,dmartindia.com,"Sunday:[8 am–11 pm], Monday:[8 am–11 pm], Tuesday:[8 am–11 pm], Wednesday:[8 am–11 pm], Thursday:[8 am–11 pm], Friday:[8 am–11 pm], Saturday:[8 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipNzolgdHjV7lqjyeHyUXPY-SukuHMrcvs1dSEVW=w122-h92-k-no,1.26575E+19,ChIJ9eCok6q45zsRRIpjFqGaqK8,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMart Kharghar,"D Mart Rd, Gharkul, Sector 15, Kharghar, Navi Mumbai, Maharashtra 400701",D Mart Rd,"Gharkul, Sector 15, Kharghar","Supermarket,Hypermarket,Store",022 3340 0500,"022 3340 0500, +91 22 3340 0500",NO,19674,4.3,https://search.google.com/local/reviews?placeid=ChIJlZCqfbbA5zsRlq_Cnk8y-uM&q=Navi+Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=16427497908334669718,19.0421731,73.0769246,http://www.dmartindia.com/,dmartindia.com,"Sunday:[8 am–11 pm], Monday:[8 am–11 pm], Tuesday:[8 am–11 pm], Wednesday:[8 am–11 pm], Thursday:[8 am–11 pm], Friday:[8 am–11 pm], Saturday:[8 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipMgXxoz_4zN48aFvkM7Eb4TTZK-pO6etwEaEieO=w122-h92-k-no,1.64275E+19,ChIJlZCqfbbA5zsRlq_Cnk8y-uM,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,"*** Visible after upgrade ***""Apollo Hospital"," Navi Mumbai""","Room No. 14, First Floor, Apollo Hospitals, Plot#13, Parsik Hill Rd, off Uran Road, Sector 23, CBD Belapur, Navi Mumbai, Maharashtra 400614","Room No. 14, First Floor",Apollo Hospitals,Hospital,022 3350 3350,"022 3350 3350, +91 22 3350 3350",NO,19372,4.7,https://search.google.com/local/reviews?placeid=ChIJl5I8OpDD5zsRBWCFNF2iWLg&q=navi+mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=13283545622126092293,19.0206741,73.029102,https://www.apollohospitals.com/,apollohospitals.com,"Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipOCW6hm1AEuFfGLhbF3rWgr2W_H2nN1kusY5OmR=w80-h106-k-no,1.32835E+19,ChIJl5I8OpDD5zsRBWCFNF2iWLg,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
"MITR Hospital in Kharghar, Navi Mumbai","Plot:37, Eden Gardens, opposite Harmony International School, Sector-5, Kharghar, Navi Mumbai, Maharashtra 410210",Plot:37,Eden Gardens,"Private hospital,General hospital,Hospital,Urologist",062626 90790,"062626 90790, +91 62626 90790",YES,1971,4.8,https://search.google.com/local/reviews?placeid=ChIJf4dNyT7C5zsRGso-n487EUU&q=navi+mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=4976824551259163162,19.0372484,73.0586421,http://www.mitrhospital.com/,mitrhospital.com,"Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipOlpTRJojraOEXLGOq5pT_Lsk7o0j-ugerdwFFK=w163-h92-k-no,4.97682E+18,ChIJf4dNyT7C5zsRGso-n487EUU,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Hospital,"2nd Floor, Raikar Bhavan, Shree Hospital, near Navaratna Hotel, Sector 17, Vashi, Navi Mumbai, Maharashtra 400705","2nd Floor, Raikar Bhavan",Shree Hospital,"Hospital,Nursing home,Orthopedic clinic",098202 29691,"098202 29691, +91 98202 29691",YES,262,4.8,https://search.google.com/local/reviews?placeid=ChIJAWudDkrB5zsRHfAOXY9949k&q=navi+mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15700530780638736413,19.0728793,72.9981865,,,"Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipPTrcvMclSYBOYXPnHBMWnlgh4MzzsggKPYmP7K=w138-h92-k-no,1.57005E+19,ChIJAWudDkrB5zsRHfAOXY9949k,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
